timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/01/22 11:32:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 709 MiB, 40960 MiB
2026/01/22 11:33:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 3 %, 1055 MiB, 40960 MiB
2026/01/22 11:34:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1206 MiB, 40960 MiB
2026/01/22 11:35:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 3 %, 1032 MiB, 40960 MiB
2026/01/22 11:36:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 892 MiB, 40960 MiB
2026/01/22 11:37:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 785 MiB, 40960 MiB
2026/01/22 11:38:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 3 %, 1027 MiB, 40960 MiB
2026/01/22 11:39:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 956 MiB, 40960 MiB
2026/01/22 11:40:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 687 MiB, 40960 MiB
2026/01/22 11:41:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1174 MiB, 40960 MiB
2026/01/22 11:42:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 865 MiB, 40960 MiB
2026/01/22 11:43:08.376, 0, NVIDIA A100-SXM4-40GB, 2 %, 3 %, 1084 MiB, 40960 MiB
2026/01/22 11:44:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 909 MiB, 40960 MiB
2026/01/22 11:45:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 870 MiB, 40960 MiB
2026/01/22 11:46:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 2 %, 785 MiB, 40960 MiB
2026/01/22 11:47:08.376, 0, NVIDIA A100-SXM4-40GB, 3 %, 2 %, 925 MiB, 40960 MiB
2026/01/22 11:48:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 883 MiB, 40960 MiB
2026/01/22 11:49:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1045 MiB, 40960 MiB
2026/01/22 11:50:08.376, 0, NVIDIA A100-SXM4-40GB, 7 %, 1 %, 567 MiB, 40960 MiB
2026/01/22 11:51:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1056 MiB, 40960 MiB
2026/01/22 11:52:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 677 MiB, 40960 MiB
2026/01/22 11:53:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 995 MiB, 40960 MiB
2026/01/22 11:54:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 2 %, 844 MiB, 40960 MiB
2026/01/22 11:55:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 3 %, 1207 MiB, 40960 MiB
2026/01/22 11:56:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 976 MiB, 40960 MiB
2026/01/22 11:57:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 1021 MiB, 40960 MiB
2026/01/22 11:58:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 967 MiB, 40960 MiB
2026/01/22 11:59:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1287 MiB, 40960 MiB
2026/01/22 12:00:08.376, 0, NVIDIA A100-SXM4-40GB, 7 %, 2 %, 846 MiB, 40960 MiB
2026/01/22 12:01:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 3 %, 1044 MiB, 40960 MiB
2026/01/22 12:02:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 3 %, 1050 MiB, 40960 MiB
2026/01/22 12:03:08.376, 0, NVIDIA A100-SXM4-40GB, 3 %, 3 %, 1096 MiB, 40960 MiB
2026/01/22 12:04:08.376, 0, NVIDIA A100-SXM4-40GB, 7 %, 1 %, 608 MiB, 40960 MiB
2026/01/22 12:05:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 3 %, 1091 MiB, 40960 MiB
2026/01/22 12:06:08.376, 0, NVIDIA A100-SXM4-40GB, 3 %, 2 %, 950 MiB, 40960 MiB
2026/01/22 12:07:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 2 %, 999 MiB, 40960 MiB
2026/01/22 12:08:08.376, 0, NVIDIA A100-SXM4-40GB, 3 %, 2 %, 658 MiB, 40960 MiB
2026/01/22 12:09:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 3 %, 1170 MiB, 40960 MiB
2026/01/22 12:10:08.376, 0, NVIDIA A100-SXM4-40GB, 3 %, 3 %, 1062 MiB, 40960 MiB
2026/01/22 12:11:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 3 %, 1341 MiB, 40960 MiB
2026/01/22 12:12:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 773 MiB, 40960 MiB
2026/01/22 12:13:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 881 MiB, 40960 MiB
2026/01/22 12:14:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 787 MiB, 40960 MiB
2026/01/22 12:15:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 941 MiB, 40960 MiB
2026/01/22 12:16:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1155 MiB, 40960 MiB
2026/01/22 12:17:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 916 MiB, 40960 MiB
2026/01/22 12:18:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 1002 MiB, 40960 MiB
2026/01/22 12:19:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 1005 MiB, 40960 MiB
2026/01/22 12:20:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 868 MiB, 40960 MiB
2026/01/22 12:21:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 675 MiB, 40960 MiB
2026/01/22 12:22:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 2 %, 738 MiB, 40960 MiB
2026/01/22 12:23:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 997 MiB, 40960 MiB
2026/01/22 12:24:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 758 MiB, 40960 MiB
2026/01/22 12:25:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 3 %, 1175 MiB, 40960 MiB
2026/01/22 12:26:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 631 MiB, 40960 MiB
2026/01/22 12:27:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 2 %, 998 MiB, 40960 MiB
2026/01/22 12:28:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 909 MiB, 40960 MiB
2026/01/22 12:29:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 3 %, 1155 MiB, 40960 MiB
2026/01/22 12:30:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1142 MiB, 40960 MiB
2026/01/22 12:31:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1124 MiB, 40960 MiB
2026/01/22 12:32:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 650 MiB, 40960 MiB
2026/01/22 12:33:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 716 MiB, 40960 MiB
2026/01/22 12:34:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 3 %, 1075 MiB, 40960 MiB
2026/01/22 12:35:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1120 MiB, 40960 MiB
2026/01/22 12:36:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 3 %, 1074 MiB, 40960 MiB
2026/01/22 12:37:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 927 MiB, 40960 MiB
2026/01/22 12:38:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 2 %, 840 MiB, 40960 MiB
2026/01/22 12:39:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 1018 MiB, 40960 MiB
2026/01/22 12:40:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 3 %, 1066 MiB, 40960 MiB
2026/01/22 12:41:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 1 %, 588 MiB, 40960 MiB
2026/01/22 12:42:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 773 MiB, 40960 MiB
2026/01/22 12:43:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 2 %, 878 MiB, 40960 MiB
2026/01/22 12:44:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 948 MiB, 40960 MiB
2026/01/22 12:45:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1259 MiB, 40960 MiB
2026/01/22 12:46:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 745 MiB, 40960 MiB
2026/01/22 12:47:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 938 MiB, 40960 MiB
2026/01/22 12:48:08.376, 0, NVIDIA A100-SXM4-40GB, 7 %, 2 %, 1006 MiB, 40960 MiB
2026/01/22 12:49:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 962 MiB, 40960 MiB
2026/01/22 12:50:08.376, 0, NVIDIA A100-SXM4-40GB, 3 %, 2 %, 805 MiB, 40960 MiB
2026/01/22 12:51:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 913 MiB, 40960 MiB
2026/01/22 12:52:08.376, 0, NVIDIA A100-SXM4-40GB, 3 %, 3 %, 1054 MiB, 40960 MiB
2026/01/22 12:53:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 2 %, 978 MiB, 40960 MiB
2026/01/22 12:54:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 898 MiB, 40960 MiB
2026/01/22 12:55:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1243 MiB, 40960 MiB
2026/01/22 12:56:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1081 MiB, 40960 MiB
2026/01/22 12:57:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1119 MiB, 40960 MiB
2026/01/22 12:58:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 893 MiB, 40960 MiB
2026/01/22 12:59:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 881 MiB, 40960 MiB
2026/01/22 13:00:08.376, 0, NVIDIA A100-SXM4-40GB, 3 %, 2 %, 793 MiB, 40960 MiB
2026/01/22 13:01:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 868 MiB, 40960 MiB
2026/01/22 13:02:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 3 %, 1057 MiB, 40960 MiB
2026/01/22 13:03:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1111 MiB, 40960 MiB
2026/01/22 13:04:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 2 %, 737 MiB, 40960 MiB
2026/01/22 13:05:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1043 MiB, 40960 MiB
2026/01/22 13:06:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 938 MiB, 40960 MiB
2026/01/22 13:07:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 949 MiB, 40960 MiB
2026/01/22 13:08:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1100 MiB, 40960 MiB
2026/01/22 13:09:08.376, 0, NVIDIA A100-SXM4-40GB, 3 %, 3 %, 1052 MiB, 40960 MiB
2026/01/22 13:10:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 3 %, 1119 MiB, 40960 MiB
2026/01/22 13:11:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1167 MiB, 40960 MiB
2026/01/22 13:12:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1165 MiB, 40960 MiB
2026/01/22 13:13:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 2 %, 896 MiB, 40960 MiB
2026/01/22 13:14:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 911 MiB, 40960 MiB
2026/01/22 13:15:08.376, 0, NVIDIA A100-SXM4-40GB, 3 %, 3 %, 1031 MiB, 40960 MiB
2026/01/22 13:16:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 984 MiB, 40960 MiB
2026/01/22 13:17:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 849 MiB, 40960 MiB
2026/01/22 13:18:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 3 %, 1047 MiB, 40960 MiB
2026/01/22 13:19:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1026 MiB, 40960 MiB
2026/01/22 13:20:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 956 MiB, 40960 MiB
2026/01/22 13:21:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 870 MiB, 40960 MiB
2026/01/22 13:22:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 3 %, 1203 MiB, 40960 MiB
2026/01/22 13:23:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1261 MiB, 40960 MiB
2026/01/22 13:24:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 936 MiB, 40960 MiB
2026/01/22 13:25:08.376, 0, NVIDIA A100-SXM4-40GB, 3 %, 2 %, 964 MiB, 40960 MiB
2026/01/22 13:26:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 900 MiB, 40960 MiB
2026/01/22 13:27:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 971 MiB, 40960 MiB
2026/01/22 13:28:08.376, 0, NVIDIA A100-SXM4-40GB, 3 %, 3 %, 1288 MiB, 40960 MiB
2026/01/22 13:29:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 912 MiB, 40960 MiB
2026/01/22 13:30:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 3 %, 1099 MiB, 40960 MiB
2026/01/22 13:31:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 891 MiB, 40960 MiB
2026/01/22 13:32:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 819 MiB, 40960 MiB
2026/01/22 13:33:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 2 %, 982 MiB, 40960 MiB
2026/01/22 13:34:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 2 %, 999 MiB, 40960 MiB
2026/01/22 13:35:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1069 MiB, 40960 MiB
2026/01/22 13:36:08.376, 0, NVIDIA A100-SXM4-40GB, 4 %, 3 %, 1086 MiB, 40960 MiB
2026/01/22 13:37:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 919 MiB, 40960 MiB
2026/01/22 13:38:08.376, 0, NVIDIA A100-SXM4-40GB, 3 %, 2 %, 826 MiB, 40960 MiB
2026/01/22 13:39:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1100 MiB, 40960 MiB
2026/01/22 13:40:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1194 MiB, 40960 MiB
2026/01/22 13:41:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 947 MiB, 40960 MiB
2026/01/22 13:42:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1042 MiB, 40960 MiB
2026/01/22 13:43:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 2 %, 919 MiB, 40960 MiB
2026/01/22 13:44:08.376, 0, NVIDIA A100-SXM4-40GB, 6 %, 3 %, 1062 MiB, 40960 MiB
2026/01/22 13:45:08.376, 0, NVIDIA A100-SXM4-40GB, 5 %, 3 %, 1069 MiB, 40960 MiB
